字段1_文本,字段1_链接,字段2,字段3,"是否担忧（1=担忧，-1=完全不担忧，0=中性，有些担忧但不用买保险,2=疑似抑郁症）",标签1（担忧对象）,标签2（担忧什么）,标签3（什么保险）,标签4（症状）,是否有直接保险需求
【好消息】健康尊享天派上线啦！,https://tieba.baidu.com/p/4991698813,0,"
            2-22        ",,,,,,
为啥这多华夏的业务员？？,https://tieba.baidu.com/p/4991319044,1,"
            2-22        ",,,,,,
买重大疾病保险，就买华夏常青树，美好生活，常青树相伴,https://tieba.baidu.com/p/4986002454,2,"
            2-22        ",,,,,,
国外旅行面对意外该如何投保？,https://tieba.baidu.com/p/4992051263,2,"
            2-22        ",,,,,,
选择境外旅行险需要有针对性,https://tieba.baidu.com/p/4992048389,2,"
            2-22        ",,,,,,
旅游险高保障缺很少有游客投保,https://tieba.baidu.com/p/4992039265,2,"
            2-22        ",,,,,,
旅游险选择网上投保是否合适？,https://tieba.baidu.com/p/4990456820,2,"
            2-21        ",,,,,,
出境游需要投保针对性较强的险种,https://tieba.baidu.com/p/4990453853,1,"
            2-21        ",,,,,,
阳春四月出游应为家人及时投保,https://tieba.baidu.com/p/4990450891,2,"
            2-21        ",,,,,,
银保那些事,https://tieba.baidu.com/p/4982350669,1,"
            2-20        ",,,,,,
✨天安人寿倾情钜献～吉祥树🎄✨,https://tieba.baidu.com/p/4989485295,0,"
            2-20        ",,,,,,
暑假期间出国旅游究竟什么保险合适？,https://tieba.baidu.com/p/4988921402,2,"
            2-20        ",,,,,,
去泰国旅行投保美亚保险究竟如何？,https://tieba.baidu.com/p/4988912592,1,"
            2-20        ",,,,,,
投保人死亡还需要交保险费吗？,https://tieba.baidu.com/p/4983843522,3,"
            2-20        ",,,,,,
我给我女儿买份教育险，觉得还不,https://tieba.baidu.com/p/4985878027,1,"
            11:04        ",,,,,,
欧洲旅游医疗保险应当如何选择,https://tieba.baidu.com/p/4984437289,0,"
            2-17        ",,,,,,
欧洲旅游意外保险该如何投保？,https://tieba.baidu.com/p/4984433481,2,"
            2-17        ",,,,,,
户外人身意外伤害险究竟如何投保呢,https://tieba.baidu.com/p/4982860899,2,"
            2-16        ",,,,,,
自驾游应当如何选择适合的险种？,https://tieba.baidu.com/p/4982858468,2,"
            2-16        ",,,,,,
英国旅游应选择上什么样的旅行险？,https://tieba.baidu.com/p/4982855403,1,"
            2-16        ",,,,,,
天安人寿健康尊享，每天0.29元，享受百万尊贵保障,https://tieba.baidu.com/p/4982013459,0,"
            2-15        ",,,,,,
买保险就买华夏保险,https://tieba.baidu.com/p/4981810301,0,"
            2-15        ",,,,,,
欧洲旅游保险应当如何投保？,https://tieba.baidu.com/p/4981271037,2,"
            2-15        ",,,,,,
自驾游如何投保才能保证安全,https://tieba.baidu.com/p/4981265547,2,"
            2-15        ",,,,,,
天安人寿祝您2017吉祥安康,https://tieba.baidu.com/p/4958123406,4,"
            2-14        ",,,,,,
我是河北唐山的,https://tieba.baidu.com/p/4980134450,0,"
            2-14        ",,,,,,
去凤凰古城旅行应如何投保旅游险,https://tieba.baidu.com/p/4979780020,2,"
            2-14        ",,,,,,
国庆节自驾游应如何投保旅游险,https://tieba.baidu.com/p/4979777218,1,"
            2-14        ",,,,,,
想买保险的看过来,https://tieba.baidu.com/p/4978815481,0,"
            2-13        ",,,,,,
国庆自助游应投保哪种旅游险,https://tieba.baidu.com/p/4978236613,1,"
            2-13        ",,,,,,
国庆期间需通过保险为出行提供呵护,https://tieba.baidu.com/p/4978234680,2,"
            2-13        ",,,,,,
去东南亚国家旅行应备齐什么保险？,https://tieba.baidu.com/p/4978231429,2,"
            2-13        ",,,,,,
【天安•健康源2号】产品责任详细解析,https://tieba.baidu.com/p/4977601846,0,"
            2-12        ",,,,,,
咨询贴,https://tieba.baidu.com/p/4976851805,0,"
            2-12        ",,,,,,
我在中国平安。厦门地区。,https://tieba.baidu.com/p/4837714668,3,"
            2-11        ",,,,,,
去美国旅游应当办理怎样的保险？,https://tieba.baidu.com/p/4973915927,3,"
            2-10        ",,,,,,
境外游时选择安联签证保险好吗,https://tieba.baidu.com/p/4973913103,1,"
            2-10        ",,,,,,
澳大利亚旅行时应如何选择旅游险？,https://tieba.baidu.com/p/4973909514,1,"
            2-10        ",,,,,,
在境外旅游如何通过保险来保障,https://tieba.baidu.com/p/4972454770,2,"
            2-9        ",,,,,,
自驾游应当如何理性选择旅游险？,https://tieba.baidu.com/p/4972450648,2,"
            2-9        ",,,,,,
保险公司,https://tieba.baidu.com/p/4971755383,0,"
            2-9        ",,,,,,
旅行社中投保的旅游险究竟有何不同,https://tieba.baidu.com/p/4970939064,3,"
            2-8        ",,,,,,
旅游保险必须视自身情况而定,https://tieba.baidu.com/p/4970914894,2,"
            2-8        ",,,,,,
出门旅游必须重视保险方面的保障,https://tieba.baidu.com/p/4970912528,2,"
            2-8        ",,,,,,
专业私人订制的“情人节”保单，值得一生珍藏！,https://tieba.baidu.com/p/4970308656,0,"
            2-7        ",,,,,,
对美亚旅游保险做好相关了解,https://tieba.baidu.com/p/4969469670,3,"
            2-7        ",,,,,,
自驾游外出应如何选择旅游险？,https://tieba.baidu.com/p/4969467585,2,"
            2-7        ",,,,,,
返还型保险去年各公司的开门红都是返还型的？,https://tieba.baidu.com/p/4966419514,2,"
            2-6        ",,,,,,
感受邮轮之旅应做好旅游保险的保障,https://tieba.baidu.com/p/4968135629,2,"
            2-6        ",,,,,,
出境游选择旅游保险的小常识,https://tieba.baidu.com/p/4966866821,1,"
            2-6        ",,,,,,
体验邮轮旅行应当投保哪类旅游险？,https://tieba.baidu.com/p/4968133160,2,"
            2-6        ",,,,,,
选择出国游时应如何挑选境外险？,https://tieba.baidu.com/p/4968130834,2,"
            2-6        ",,,,,,
为自己和家人投保旅行险时应如何选择？,https://tieba.baidu.com/p/4966864312,3,"
            2-5        ",,,,,,
泰康人寿20华诞之际，凭借大医养战略背景顺利进行，推出史上最牛,https://tieba.baidu.com/p/4966013018,0,"
            2-4        ",,,,,,
2017年保险公司的开门红型产品都是返还加分红？,https://tieba.baidu.com/p/4957695653,3,"
            2-3        ",,,,,,
有和农银金穗纳福一样的险保吗？,https://tieba.baidu.com/p/4957651899,4,"
            2-2        ",,,,,,
想买保险,https://tieba.baidu.com/p/4930373042,2,"
            2-2        ",,,,,,
套现,https://tieba.baidu.com/p/4962276183,1,"
            2-1        ",,,,,,
#常青树##华夏人寿#,https://tieba.baidu.com/p/4924998045,3,"
            1-27        ",,,,,,
保155种疾病，重疾给付200%，还返还本金,https://tieba.baidu.com/p/4955951133,0,"
            1-26        ",,,,,,
旅游保险的种类有哪些需要关注,https://tieba.baidu.com/p/4953440237,1,"
            1-24        ",,,,,,
关于平安境外旅游险有哪些特点？,https://tieba.baidu.com/p/4953437723,2,"
            1-24        ",,,,,,
短期出游应如何选择平安旅行险,https://tieba.baidu.com/p/4953412483,2,"
            1-24        ",,,,,,
在投保旅游险是应注意哪些误区,https://tieba.baidu.com/p/4953409722,2,"
            1-24        ",,,,,,
出国旅游险近年来也备受关注,https://tieba.baidu.com/p/4953407757,1,"
            1-24        ",,,,,,
出国旅游如何选择合适的保险？,https://tieba.baidu.com/p/4952102714,2,"
            1-23        ",,,,,,
出国旅游时应当如何投保呢？,https://tieba.baidu.com/p/4952074517,2,"
            1-23        ",,,,,,
享受旅行乐趣的同时该如何选择意外险,https://tieba.baidu.com/p/4952031808,2,"
            1-23        ",,,,,,
五一期间自助游应当如何投保旅游险,https://tieba.baidu.com/p/4952029429,2,"
            1-23        ",,,,,,
驴友出行应如何为安全提供保障？,https://tieba.baidu.com/p/4952024321,2,"
            1-23        ",,,,,,
华夏人寿常青树2016＋医保通,https://tieba.baidu.com/p/4950413920,2,"
            1-23        ",,,,,,
市场性价比最高的意外险——苏黎世百万人生（可以报销自费药）,https://tieba.baidu.com/p/4731776037,2,"
            1-22        ",,,,,,
出门旅途中应当利用旅游险保驾护航,https://tieba.baidu.com/p/4950242453,2,"
            1-22        ",,,,,,
春节期间旅游应避免哪些误区,https://tieba.baidu.com/p/4950195149,1,"
            1-22        ",,,,,,
通过投保什么旅游保险才能分散风险呢？,https://tieba.baidu.com/p/4950192106,2,"
            1-22        ",,,,,,
如何在假期为自身做好安全保障？,https://tieba.baidu.com/p/4950167281,1,"
            1-22        ",,,,,,
境外旅游的人身保险该如何选择？,https://tieba.baidu.com/p/4950164521,1,"
            1-22        ",,,,,,
我发表了一篇图片贴，大伙来看看吧~,https://tieba.baidu.com/p/4946039357,1,"
            1-20        ",,,,,,
享受旅途的美好该如何投保旅游险,https://tieba.baidu.com/p/4946749495,2,"
            1-20        ",,,,,,
出境游应当如何规避风险来投保？,https://tieba.baidu.com/p/4946745815,1,"
            1-20        ",,,,,,
如何选择出游时的各种意外保障？,https://tieba.baidu.com/p/4946728976,1,"
            1-20        ",,,,,,
旅游高峰期需充分考虑旅途中的风险问题,https://tieba.baidu.com/p/4946700228,2,"
            1-20        ",,,,,,
假期如何选择旅游保险才能更合适？,https://tieba.baidu.com/p/4946696760,0,"
            1-20        ",,,,,,
国内旅游保险到底分为哪些内容？,https://tieba.baidu.com/p/4945263482,2,"
            1-19        ",,,,,,
出游时怎样投保才能够更加科学合理？,https://tieba.baidu.com/p/4945249607,2,"
            1-19        ",,,,,,
暑假期间旅游该如何为学生投保？,https://tieba.baidu.com/p/4945246697,2,"
            1-19        ",,,,,,
亚洲以及东南亚旅游需要买什么保险？,https://tieba.baidu.com/p/4945226443,2,"
            1-19        ",,,,,,
重庆旅游保险应当如何投保？,https://tieba.baidu.com/p/4945160298,3,"
            1-19        ",,,,,,
愿所有朋友，一生太平！！,https://tieba.baidu.com/p/4945116910,0,"
            1-19        ",,,,,,
投保旅游保险的险种主要有哪些？,https://tieba.baidu.com/p/4941363174,5,"
            1-18        ",,,,,,
介绍几款能理财兼保障的险种分红型,https://tieba.baidu.com/p/4940957582,2,"
            1-18        ",,,,,,
旅游保险的投保意识需有待提高,https://tieba.baidu.com/p/4943876097,2,"
            1-18        ",,,,,,
蜜月期间投保旅游险应该怎么选？,https://tieba.baidu.com/p/4943842335,3,"
            1-18        ",,,,,,
美亚旅游保险的评价究竟如何呢？,https://tieba.baidu.com/p/4943831079,3,"
            1-18        ",,,,,,
天安“安行天下”，安心行走天下,https://tieba.baidu.com/p/4943165999,0,"
            1-17        ",,,,,,
天上掉馅饼的事，信不信,https://tieba.baidu.com/p/4942375001,1,"
            1-17        ",,,,,,
如何在各类旅游保险中挑选合适的？,https://tieba.baidu.com/p/4942636466,3,"
            1-17        ",,,,,,
境外旅行险种类繁多应如何挑选？,https://tieba.baidu.com/p/4942633982,1,"
            1-17        ",,,,,,
暑假期间出游应如何选择旅游险,https://tieba.baidu.com/p/4942631656,2,"
            1-17        ",,,,,,
#腊八节#全能保交一份钱获得二份保障,https://tieba.baidu.com/p/4928152475,6,"
            1-16        ",,,,,,
[拳头]安行天下，尊享身价[拳,https://tieba.baidu.com/p/4940527636,0,"
            1-15        ",,,,,,
漯河平安保险公司,https://tieba.baidu.com/p/4938461281,0,"
            1-13        ",,,,,,
大病保险性价比最高的产品是什么,https://tieba.baidu.com/p/4937958027,0,"
            1-13        ",,,,,,
旅行险的赔付范围都有哪些呢？,https://tieba.baidu.com/p/4937701451,2,"
            1-13        ",,,,,,
适合旅游人士投保的旅行险有哪些？,https://tieba.baidu.com/p/4937657061,3,"
            1-13        ",,,,,,
华夏人寿 常青树2016＋医保通,https://tieba.baidu.com/p/4927601729,8,"
            1-13        ",,,,,,
市场热销重大疾病保险产品汇总分析,https://tieba.baidu.com/p/4852390748,2,"
            1-12        ",,,,,,
父母年龄大了，该如何购买保险？,https://tieba.baidu.com/p/4865150680,5,"
            1-12        ",,,,,,
出游在外 旅游保险投保知识需了解,https://tieba.baidu.com/p/4936441389,2,"
            1-12        ",,,,,,
春季踏青应如何选择旅游险？,https://tieba.baidu.com/p/4936409244,0,"
            1-12        ",,,,,,
太保拳头👊产品停售,https://tieba.baidu.com/p/4936139871,0,"
            1-11        ",,,,,,
太保拳头👊产品调整,https://tieba.baidu.com/p/4936138250,0,"
            1-11        ",,,,,,
2017年有常青树的人有福啦！商业保险直接报销医疗费,https://tieba.baidu.com/p/4928257750,10,"
            1-11        ",,,,,,
投保旅游保险人们需要注意哪些方面？,https://tieba.baidu.com/p/4935172346,3,"
            1-11        ",,,,,,
提高自我保障意识学会合理投保旅游险,https://tieba.baidu.com/p/4935155965,2,"
            1-11        ",,,,,,
如何才能让境外旅游险提供最佳保障？,https://tieba.baidu.com/p/4933912658,2,"
            1-10        ",,,,,,
如果您近期想为自己和家人备上一,https://tieba.baidu.com/p/4933148377,0,"
            1-9        ",,,,,,
香港講師級保險理財及信託策劃,https://tieba.baidu.com/p/4924843535,2,"
            1-9        ",,,,,,
怎样才能选择属于自己的旅游保险呢？,https://tieba.baidu.com/p/4932658815,2,"
            1-9        ",,,,,,
投保旅游保险的好处究竟有哪些？,https://tieba.baidu.com/p/4932615871,3,"
            1-9        ",,,,,,
天安福满堂，生效返，年年返，交钱返，不交也返，60岁后三倍返，,https://tieba.baidu.com/p/4931415581,1,"
            1-8        ",,,,,,
爱无忧推出江湖,https://tieba.baidu.com/p/4931613618,0,"
            1-8        ",,,,,,
不同保险需求，该购买哪种保险？,https://tieba.baidu.com/p/4858153259,2,"
            1-7        ",,,,,,
拆解「香港保險後遺症」的迷思,https://tieba.baidu.com/p/4930279580,4,"
            1-7        ",,,,,,
努力,https://tieba.baidu.com/p/4929525858,0,"
            1-6        ",,,,,,
重庆平安保险,https://tieba.baidu.com/p/4456160268,4,"
            1-6        ",,,,,,
#等车时间来练字#买保险,https://tieba.baidu.com/p/4929452770,0,"
            1-6        ",,,,,,
申根签证保险！,https://tieba.baidu.com/p/4929295030,0,"
            1-6        ",,,,,,
在网上投保旅游保险究竟如何？,https://tieba.baidu.com/p/4928891229,3,"
            1-6        ",,,,,,
清明假期出游如何挑选旅游险？,https://tieba.baidu.com/p/4928867927,2,"
            1-6        ",,,,,,
不知选哪种,https://tieba.baidu.com/p/4926015122,4,"
            1-6        ",,,,,,
天安人寿福满堂（2017）,https://tieba.baidu.com/p/4928398697,0,"
            1-5        ",,,,,,
保险让生活更美好,https://tieba.baidu.com/p/4928301434,0,"
            1-5        ",,,,,,
太平洋全能保2017全新上市,https://tieba.baidu.com/p/4928171867,1,"
            1-5        ",,,,,,
有在深圳做保险销售的朋友嘛！快加我微信CM254465417,https://tieba.baidu.com/p/4918048947,3,"
            1-5        ",,,,,,
想买个保险！,https://tieba.baidu.com/p/4873043163,46,"
            1-5        ",,,,,,
想给妈妈买份保险！！但是不太懂,https://tieba.baidu.com/p/4693230900,64,"
            1-5        ",,,,,,
