字段1_文本,字段1_链接,字段2,字段3,"是否担忧（1=担忧，-1=完全不担忧，0=中性，有些担忧但不用买保险,2=疑似抑郁症）",标签1（担忧对象）,标签2（担忧什么）,标签3（什么保险）,标签4（症状）,是否有直接保险需求（是=1，否=0）
可以进来关注下大健康哦,https://tieba.baidu.com/p/6341120175,1,"
            11-15        ",,,,,,
中国男人比女人多几千万人，那我们就从国外进口美女来中国和男人,https://tieba.baidu.com/p/6341142127,0,"
            11-15        ",,,,,,
曝光保险的十大真相，这几个保险行业内幕了解下,https://tieba.baidu.com/p/6341141530,0,"
            11-15        ",,,,,,
请问大家，健康告知没有提到的情况，买保险的时候还要告知吗,https://tieba.baidu.com/p/6315475879,11,"
            11-15        ",,,,,,
你希望你的孩子未来上什么样的大学？三流，一般，北上广好大学，,https://tieba.baidu.com/p/6340802558,4,"
            11-15        ",,,,,,
你好，需要网上推广吗？我们这边效果不错的，VX+电话1536244652,https://tieba.baidu.com/p/6341082316,0,"
            11-15        ",,,,,,
你好，需要网上推广吗？我们这边效果不错的，VX+电话1536244652,https://tieba.baidu.com/p/6341077973,0,"
            11-15        ",,,,,,
很全面的意外保障，低至每天大概0.8元，一个月26，保障很全,https://tieba.baidu.com/p/6341041733,1,"
            11-15        ",,,,,,
各位有个问题，太平洋保险的打电话过来说有份保险售后的工作，底,https://tieba.baidu.com/p/6252737896,22,"
            9-16        ",,,,,,
出生28天办保险，保终身！30岁办保险，保后半生！28天比3,https://tieba.baidu.com/p/6340034325,1,"
            11-15        ",,,,,,
华夏保险集团招收各路人才🎉🎉🎉岗位：保险规划师有意愿的可以找,https://tieba.baidu.com/p/6340362602,1,"
            11-15        ",,,,,,
星享人生个人意外伤害保险家庭单全球保障不限社保用药百万意外险,https://tieba.baidu.com/p/6331129820,4,"
            11-29        ",,,,,,
1000元配齐儿童保险，全网最具性价比产品评测，附投保方案,https://tieba.baidu.com/p/6338341919,3,"
            11-15        ",,,,,,
居然有人免费给我买社保？？？,https://tieba.baidu.com/p/6340846740,6,"
            11-15        ",,,,,,
可以全额退保了 你们知道吗,https://tieba.baidu.com/p/6340981326,0,"
            11-15        ",,,,,,
用时一时爽，还时心慌慌,https://tieba.baidu.com/p/6329909245,3,"
            11-15        ",,,,,,
等待期内生病，就只能退保吗？投保了重疾险，如果在等待期内就得,https://tieba.baidu.com/p/6340915991,0,"
            11-15        ",,,,,,
2019年11月热销高性价比重疾险购买指南,https://tieba.baidu.com/p/6340568899,3,"
            11-15        ",,,,,,
拼多多与多客拼团是什么关系多客拼团官网里面很多拼多多的优惠券,https://tieba.baidu.com/p/6327321543,6,"
            11-15        ",,,,,,
给儿童选择意外险，有哪些注意事项,https://tieba.baidu.com/p/6337708303,5,"
            11-15        ",,,,,,
我想给我儿子买保险，我娃娃是36+2出生的，算早产儿？买保险,https://tieba.baidu.com/p/6339945351,9,"
            11-15        ",,,,,,
明亚保险经纪人，同业可以互相交流,https://tieba.baidu.com/p/6340774565,0,"
            11-15        ",,,,,,
泰康贴心保，1 0块钱一份，一份保365天，1000块钱意外,https://tieba.baidu.com/p/6340541185,3,"
            11-15        ",,,,,,
强直性脊柱炎的保险要买什么,https://tieba.baidu.com/p/6337372716,8,"
            11-15        ",,,,,,
香港保险公司会不会倒闭破产,https://tieba.baidu.com/p/6326766721,3,"
            11-15        ",,,,,,
我在重庆，想买一款保险，不很很懂怎么选，,https://tieba.baidu.com/p/6340170360,4,"
            11-15        ",,,,,,
本人文笔不好，就长话短说，我是太平洋金玉兰的人生规划咨询顾问,https://tieba.baidu.com/p/6111060428,4,"
            11-15        ",,,,,,
给小孩上的保险，还行吧~,https://tieba.baidu.com/p/6340158896,3,"
            11-15        ",,,,,,
9岁的孩子聪明活泼，无缘无故的突然猝死，你信吗？,https://tieba.baidu.com/p/6340565711,0,"
            11-14        ﻿字段1_文本",字段1_链接,字段2,字段3,,,
本人92年，对象94年，想买保险不知道买什么比较好，社保没有,https://tieba.baidu.com/p/5890711457,81,"
            11-14        ",,,,,,
想问下太平洋保险如何？最近买了健康险，听得云里雾里，因为真的,https://tieba.baidu.com/p/6333056139,20,"
            11-14        ",,,,,,
今天听了平安一个讲座，说它双十二秒杀的那个养老险5.6%的复,https://tieba.baidu.com/p/6338826424,14,"
            11-14        ",,,,,,
HPV阳性2年，乙肝大三阳二十多年，能买重疾险吗,https://tieba.baidu.com/p/6336853727,55,"
            11-14        ",,,,,,
新手买保险注意事項1:了解一下保险的基础知识。对于一些术语，,https://tieba.baidu.com/p/6340476024,0,"
            11-14        ",,,,,,
等你哟需要短信推广的赶紧找我吧感兴趣的＋我扣扣或者给我留言吧,https://tieba.baidu.com/p/6340432932,0,"
            11-14        ",,,,,,
中国人寿 诉讼财产保全责任险,https://tieba.baidu.com/p/5769424695,2,"
            11-14        ",,,,,,
"转贴:恶性肿瘤和心脑血管双管齐下,达尔文超越者重疾险护心版好不...",https://tieba.baidu.com/p/6337199129,2,"
            11-15        ",,,,,,
工地多而且大，工人保险买那种好？,https://tieba.baidu.com/p/6102868977,31,"
            11-14        ",,,,,,
我们生病到底有多快？你能提前预料吗？,https://tieba.baidu.com/p/6339765391,0,"
            11-14        ",,,,,,
保险公司是怎么调查病史的？戳下图了解👇所以在投保时要如实告知,https://tieba.baidu.com/p/6340218975,0,"
            11-14        ",,,,,,
各位吧友们给点意见，这个平安保险安鑫保18ll怎么样？适合什,https://tieba.baidu.com/p/6299741140,29,"
            11-14        ",,,,,,
麻烦推荐两个可以帮客户整理保单的App，自己手动收集整理太费,https://tieba.baidu.com/p/6339116392,1,"
            11-14        ",,,,,,
智能电话机器人帮助群呼，筛选客户,https://tieba.baidu.com/p/6340152162,0,"
            11-14        ",,,,,,
服务业的核心精神1. 我的微信朋友圈里面，有一位餐馆老板，他,https://tieba.baidu.com/p/6340134919,0,"
            11-14        ",,,,,,
农村50岁父母保险选择什么好,https://tieba.baidu.com/p/6306381251,27,"
            11-14        ",,,,,,
白裙身下受，好好学习保险法,https://tieba.baidu.com/p/6035120446,48,"
            11-14        ",,,,,,
百年系产品的重大问题,https://tieba.baidu.com/p/6050314649,191,"
            11-14        ",,,,,,
想给父母买份保险，求各位大神推荐,https://tieba.baidu.com/p/6306214609,50,"
            11-14        ",,,,,,
有没有适合老人的保险,https://tieba.baidu.com/p/6337989905,17,"
            11-14        ",,,,,,
保险全额退保你还在为交了不划算的保险想中途退保却因为会损失严,https://tieba.baidu.com/p/6340018858,0,"
            11-14        ",,,,,,
大神们，想求教下两个问题，本人在2018年年底分期买了一辆车,https://tieba.baidu.com/p/6338815543,6,"
            11-14        ",,,,,,
香港储蓄保险有哪些，有没有比较好的推荐下？,https://tieba.baidu.com/p/6298657047,14,"
            11-14        ",,,,,,
收入不高的朋友看过来，几百元钱搞定50万保额！,https://tieba.baidu.com/p/6339833531,2,"
            11-14        ",,,,,,
交6万赔5万，赶紧退了吧,https://tieba.baidu.com/p/6338510024,0,"
            11-13        ",,,,,,
癌症是突然發現的，而不是突然發生的。癌症發生的三個階段😷癌前,https://tieba.baidu.com/p/6308453983,1,"
            11-14        ",,,,,,
新加坡人均寿命长 发病率低 所以新加坡的重疾险比香港低30%,https://tieba.baidu.com/p/6339865082,1,"
            11-14        ",,,,,,
#股票# #明亚保险经纪# #我要上头条# 存银行大额存单4,https://tieba.baidu.com/p/6338563639,2,"
            11-14        ",,,,,,
宝宝成长的存钱罐家庭财富的保险箱品质养老的金钥匙企业周转的提,https://tieba.baidu.com/p/6339820427,0,"
            11-14        ",,,,,,
宝宝成长的存钱罐家庭财富的保险箱品质养老的金钥匙企业周转的提,https://tieba.baidu.com/p/6339821790,0,"
            11-14        ",,,,,,
"小保险公司的产品,能买吗?",https://tieba.baidu.com/p/6295286839,18,"
            11-12        ",,,,,,
"3套儿童投保方案,最低1000预算!速取",https://tieba.baidu.com/p/6296875154,30,"
            11-14        ",,,,,,
百万医疗险——京心保了解一下,https://tieba.baidu.com/p/6339802820,0,"
            11-14        ",,,,,,
假如青春不年少。我的生活谁保障?,https://tieba.baidu.com/p/6338586367,1,"
            11-14        ",,,,,,
阳光保险不只有人寿保险，还有理财险，少儿险，养老险，还有适合,https://tieba.baidu.com/p/6304230067,0,"
            10-20        ",,,,,,
合肥长丰县，塑料袋加工厂，招聘销售人员，负责售卖现货和库存，,https://tieba.baidu.com/p/6339667717,0,"
            11-14        ",,,,,,
亲身体验合众人寿保险的理赔过程,https://tieba.baidu.com/p/6339704052,0,"
            11-14        ",,,,,,
收购转让保险代理、保险经纪、公估公司有资质牌照，地域不限！！,https://tieba.baidu.com/p/6339163306,2,"
            11-14        ",,,,,,
如何用保险保障自己的一生？需要4个险种重疾险、医疗险 、意外,https://tieba.baidu.com/p/6326326120,1,"
            11-14        ",,,,,,
现在借钱容易借吗？除了贷款，单纯的找朋友亲人那种！,https://tieba.baidu.com/p/6337848661,3,"
            11-14        ",,,,,,
深挖？《唐人街探案3》是影视投资骗局？别上当？,https://tieba.baidu.com/p/6199806056,31,"
            12-25        ",,,,,,
分享：[玫瑰][玫瑰]西安【恒大文化旅游城】3⃣️期认筹火爆进行中,https://tieba.baidu.com/p/6339500036,0,"
            11-14        ",,,,,,
工商银行理财部工银安盛招收各路人才🎉🎉🎉岗位1:理财规划师岗,https://tieba.baidu.com/p/6339456453,0,"
            11-14        ",,,,,,
为什么众安官网没有安稳e生这个险种卖？,https://tieba.baidu.com/p/5812599225,9,"
            11-14        ",,,,,,
过年买一张保单为了我的生活起航！,https://tieba.baidu.com/p/6339328743,3,"
            11-14        ",,,,,,
做不一样的保险人。不是有业绩我就收的[嘿哈]大家要记住：1、,https://tieba.baidu.com/p/6338868233,5,"
            11-14        ",,,,,,
父母都是52岁，想给他们买份百万医疗，考虑续保和理赔，求推荐！,https://tieba.baidu.com/p/6049660726,43,"
            11-14        ",,,,,,
买了保险想全额退掉可能吗,https://tieba.baidu.com/p/6339336088,0,"
            11-14        ",,,,,,
怎么样快速发觉客户,https://tieba.baidu.com/p/6338020392,1,"
            11-14        ",,,,,,
怎么样快速拉新客户。积攒客户量筛选？,https://tieba.baidu.com/p/6338289983,3,"
            11-14        ",,,,,,
退保没那么麻烦的，如果有需要可以联系我，不全额退款不收取任何,https://tieba.baidu.com/p/6325170569,2,"
            11-14        ",,,,,,
靓妈说保：80后、90后该怎么买保险？,https://tieba.baidu.com/p/6319896096,1,"
            11-5        ",,,,,,
靓妈说保：医保远远不够用！给父母买保险很有必要,https://tieba.baidu.com/p/6334890188,2,"
            11-14        ",,,,,,
亲们，本人想给孩子买份保障，帮忙看下这份方案性价比怎么样？,https://tieba.baidu.com/p/6338825698,25,"
            11-14        ",,,,,,
华夏长青树两全保险（全能版)有买过的吗?为什么那么贵。,https://tieba.baidu.com/p/6337694977,7,"
            11-14        ",,,,,,
车借他人出事故，能否获赔分情况,https://tieba.baidu.com/p/6339270945,0,"
            11-14        ",,,,,,
【招聘】太平人寿招销售代表、人事助理、电话客服、主管,https://tieba.baidu.com/p/6339322003,0,"
            11-14        ",,,,,,
深圳保险公司中哪个公司服务好呢？,https://tieba.baidu.com/p/6338557591,3,"
            11-14        ",,,,,,
有北京人寿的吗?车险现在有啥活动,https://tieba.baidu.com/p/6339288057,0,"
            11-14        ",,,,,,
想个孩子投一份保险，五岁多女孩，大家帮看看这个计划？,https://tieba.baidu.com/p/6337911441,15,"
            11-14        ",,,,,,
保险方案怎么做？,https://tieba.baidu.com/p/6337842363,6,"
            11-14        ",,,,,,
真正的网红险来啦光大永明嘉多保重疾险重磅来袭亮点一：央企背景,https://tieba.baidu.com/p/6339209750,0,"
            11-14        ",,,,,,
保险大数据营销 专题培训班,https://tieba.baidu.com/p/6339220774,0,"
            11-14        ",,,,,,
专业软件做数具清洗 过滤空号 手机是否开通vx 私我免费赠送,https://tieba.baidu.com/p/6339211716,0,"
            11-14        ",,,,,,
