用户名,博文,预测是否担忧（1=担忧，0=不担忧）,是否担忧（1=担忧，0=不担忧）,转发数,评论数,点赞数,发文时间,来自,页面网址,博文链接
一修Ks,胡闹调侃网红办活动随礼多收不回来二嫂和胡闹直播提及网红办活动，胡闹喊话以后你们办活动再拉我进群不随礼了，然后把我给你们随的一炮给我随回来，二嫂帮胡闹喊话白小白注点意胡闹给你随三回礼了，你咋还拉人家进群呢，胡闹还表示担心刘一手不在ks不能回礼了，随礼太多没活动可办，师徒俩开玩笑生孩子太慢，实在不行领养个孩子办场活动吧一修快手该办办，你不办别人办还得拉你随礼！L一修Ks的微博视频收起全文d,0,0,  ,25,187,"
                        2019年12月02日 10:20
                        ",一修快手超话,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=27,https://weibo.com/7097635093/IiSyXytEa?refer_flag=1001030103_
醋王八卦,张二嫂胡闹调侃网红办活动随礼多收不回来二嫂和胡闹直播提及网红办活动，胡闹喊话以后你们办活动再拉我进群不随礼了，然后把我给你们随的一炮给我随回来，二嫂帮胡闹喊话白小白注点意胡闹给你随三回礼了，你咋还拉人家进群呢，胡闹还表示担心刘一手不在ks不能回礼了，随礼太多没活动可办，师徒俩开玩笑生孩子太慢，实在不行领养个孩子办场活动吧。LNB铁騎特战的微博视频收起全文d,0,0,  ,1,9,"
                        2019年12月02日 10:19
                        ",张二嫂超话,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=27,https://weibo.com/7010660738/IiSyBnBSh?refer_flag=1001030103_
无间道说事,胡闹调侃网红办活动随礼多收不回来二嫂和胡闹直播提及网红办活动，胡闹喊话以后你们办活动再拉我进群不随礼了，然后把我给你们随的一炮给我随回来，二嫂帮胡闹喊话白小白注点意胡闹给你随三回礼了，你咋还拉人家进群呢，胡闹还表示担心刘一手不在ks不能回礼了，随礼太多没活动可办，师徒俩开玩笑生孩子太慢，实在不行领养个孩子办场活动吧。L无间道说事的微博视频收起全文d,0,0,  ,19,104,"
                        2019年12月02日 10:16
                        ",,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=27,https://weibo.com/6171887933/IiSxokD2K?refer_flag=1001030103_
全网正义八卦,🔹胡闹调侃网红办活动随礼多收不回来🔹二嫂和胡闹直播提及网红办活动，胡闹喊话以后你们办活动再拉我进群不随礼了，然后把我给你们随的一炮给我随回来，二嫂帮胡闹喊话白小白注点意胡闹给你随三回礼了，你咋还拉人家进群呢，胡闹还表示担心刘一手不在ks不能回礼了，随礼太多没活动可办，师徒俩开玩笑生孩子太慢，实在不行领养个孩子办场活动吧。L全网正义八卦的微博视频收起全文d,0,0,1,5,13,"
                        2019年12月02日 10:09
                        ",iPhone XR,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=27,https://weibo.com/6932029434/IiSuA3qIp?refer_flag=1001030103_
龙哥评事儿,🔹胡闹调侃网红办活动随礼多收不回来🔹二嫂和胡闹直播提及网红办活动，胡闹喊话以后你们办活动再拉我进群不随礼了，然后把我给你们随的一炮给我随回来，二嫂帮胡闹喊话白小白注点意胡闹给你随三回礼了，你咋还拉人家进群呢，胡闹还表示担心刘一手不在ks不能回礼了，随礼太多没活动可办，师徒俩开玩笑生孩子太慢，实在不行领养个孩子办场活动吧。L龙哥评事儿的微博视频收起全文d,0,0,2,4,14,"
                        2019年12月02日 10:06
                        ",HUAWEI Mate 20 X,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=27,https://weibo.com/6725218895/IiStu2Sfa?refer_flag=1001030103_
鹏飞爱聊天,🔹胡闹调侃网红办活动随礼多收不回来🔹二嫂和胡闹直播提及网红办活动，胡闹喊话以后你们办活动再拉我进群不随礼了，然后把我给你们随的一炮给我随回来，二嫂帮胡闹喊话白小白注点意胡闹给你随三回礼了，你咋还拉人家进群呢，胡闹还表示担心刘一手不在ks不能回礼了，随礼太多没活动可办，师徒俩开玩笑生孩子太慢，实在不行领养个孩子办场活动吧。和贺仔学一下！给胡闹也导一下2哈尔滨·黑龙江科技大学收起全文d,0,0,  , , ,"
                        2019年12月02日 09:53
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=27,https://weibo.com/5957658523/IiSo0humi?refer_flag=1001030103_
娱乐新闻大爆料,爆爆爆：胡闹因随礼多收不回来而抱怨二嫂和胡闹直播提及网红办活动，胡闹喊话以后你们办活动再拉我进群不随礼了，然后把我给你们随的一炮给我随回来，二嫂帮胡闹喊话白小白注点意胡闹给你随三回礼了，你咋还拉人家进群呢，胡闹还表示担心刘一手不在ks不能回礼了，随礼太多没活动可办，师徒俩开玩笑生孩子太慢，实在不行领养个孩子办场活动吧。L娱乐新闻大爆料的微博视频收起全文d,0,0,1, ,1,"
                        2019年12月02日 09:47
                        ",,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=27,https://weibo.com/7096962302/IiSlMwZKC?refer_flag=1001030103_
小小小小滴梦想,烦心的事越来越多，过去，我是阿Q，总是劝自己知足常乐，现在感觉像是事多多附体，再也找不到阿Q状态，一天可以气炸n次，真担心哪天给自己气死（气出毛病没💰看只能等die)，我的悠悠咋办PS:果断赞成女不嫁，男不娶，要嫁就嫁高富帅，要娶就娶白富美！​,0,0,  ,1,1,"
                        2019年12月02日 09:37
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=27,https://weibo.com/2310711712/IiShCyZ4H?refer_flag=1001030103_
快手网红扒皮王,🔹胡闹调侃网红办活动随礼多收不回来🔹二嫂和胡闹直播提及网红办活动，胡闹喊话以后你们办活动再拉我进群不随礼了，然后把我给你们随的一炮给我随回来，二嫂帮胡闹喊话白小白注点意胡闹给你随三回礼了，你咋还拉人家进群呢，胡闹还表示担心刘一手不在ks不能回礼了，随礼太多没活动可办，师徒俩开玩笑生孩子太慢，实在不行领养个孩子办场活动吧。L快手网红扒皮王的微博视频收起全文d,0,0,1,26,183,"
                        2019年12月02日 09:35
                        ",,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=27,https://weibo.com/3048164501/IiSgZjh8l?refer_flag=1001030103_
小名根本不叫瓦姐,我妈肯定也贼担心就我这狗脾气以后离开家可咋办呀哈哈哈哈哈哈​,0,0,  , , ,"
                        2019年12月02日 09:26
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=27,https://weibo.com/6121524584/IiSdihPPu?refer_flag=1001030103_
lucky焉焉,#焉栩嘉顺拐#原来宝贝是真的顺拐，我一开始还以为是紧张的原因。小笨蛋妈妈开始担心你军训咋办想想哪哪都优秀的小笨蛋大学军训被教官喊出来单独纠正就觉得太好玩了～​,0,0,  , ,1,"
                        2019年12月02日 09:21
                        ",焉嘉妈妈的Android,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=27,https://weibo.com/3733081914/IiSbhgPJ0?refer_flag=1001030103_
钥琳看房,#蒙特利尔房产#🔑风水宝地-蒙特利尔南岸Brossard小学老师👩‍🏫集体中大奖，我好担心他们集体辞了，孩子们没老师了咋办？😂😂O绿洲2加拿大·Montreal​,0,0,  , , ,"
                        2019年12月02日 08:24
                        ",绿洲APP,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=27,https://weibo.com/7030450775/IiRO5FEdM?refer_flag=1001030103_
天秤的倫和我,微博分享我在微博Android用戶端中發現了這篇微博，想與你分享：Melissa_mi:#邓伦朗月轩#dl#邓伦上新了故宫#震惊！！邓伦真实视力大公开！！一开始测试就直呼看不见了这可咋办？不过不用担心，过几天就该配眼镜了呢~邓伦邓伦邓伦邓伦邓伦#邓伦片场歌王#dl#邓伦数胡子#L《上新了·故宫2》花絮：邓伦测视力近视眼暴露皮皮伦乱猜视力表​​​更多精彩評論:O网页链接收起全文d,0,0,  , ,2,"
                        2019年12月02日 07:04
                        ",微博 HTML5 版,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=27,https://weibo.com/6516607082/IiRhtnkqh?refer_flag=1001030103_
ChasingStorms,#焉栩嘉顺拐#焉栩嘉宝贝就算顺拐也是最可爱的啊只是我担心你明年军训咋办啊R1SE-焉栩嘉​,0,0,  , , ,"
                        2019年12月02日 05:04
                        ",微博国际版,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=27,https://weibo.com/1810857673/IiQuJmpZQ?refer_flag=1001030103_
ks江湖,胡闹调侃网红办活动随礼多收不回来二嫂和胡闹直播，胡闹喊话网红朋友以后你们办活动再拉我进群不随礼了，然后把我给你们随的一炮给我随回来就行了，二嫂帮胡闹喊话白小白注点意胡闹给你随三回礼了，你咋还拉人家进群呢，胡闹担心刘一手不在ks还能不能给自己回礼了，随礼太多没活动可办，师徒俩开玩笑实在不行领养个孩子办场活动吧。Lks江湖的微博视频收起全文d,0,0,  ,7,42,"
                        2019年12月02日 02:32
                        ",,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=27,https://weibo.com/6473275880/IiPv09c3c?refer_flag=1001030103_
哈哈哈哒么么哒,担心自己猝死咋办？​,0,1,  ,5, ,"
                        2019年12月02日 01:31
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=27,https://weibo.com/2671698651/IiP6ouGI1?refer_flag=1001030103_
一起走吧v,开心还是和朋友在一块最开心和朋友在一起说话也好笑一起看的相声也好笑也不会有没话说看手机的情况完全不用担心手机电没充满没电了咋办因为根本就不看手机快乐巴适也可以互相倾诉也能分享彼此的心情没事干了一起打打游戏玩到手指头都累我的快乐人生一半以上都来自于朋友的存在吧~​,0,0,  ,14,4,"
                        2019年12月02日 00:43
                        ",前后2000万 OPPO R11s,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=28,https://weibo.com/2212389557/IiON5dnX1?refer_flag=1001030103_
我妈喊我含羞草,怎么了累害怕担心那咋办不知道，明天再接着多看看嗯​,0,0,  , , ,"
                        2019年12月01日 23:58
                        ",荣耀8青春版 颜值担当,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=28,https://weibo.com/5503517896/IiOuxrwAK?refer_flag=1001030103_
北葵向暖27,宝贝，麻麻两的假期余额不足了。伪娘很担心，我上班了，你咋办。​,0,0,  , , ,"
                        2019年12月01日 23:41
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=28,https://weibo.com/5708281903/IiOnWbkwq?refer_flag=1001030103_
一只小黄鸭鸭鸭鸭呀,#焉栩嘉顺拐#担心嘉嘉军训咋办啊，但是帅就行​,0,0,  , ,1,"
                        2019年12月01日 23:02
                        ",焉栩嘉🐱Android,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=28,https://weibo.com/5767771426/IiO7NkmWJ?refer_flag=1001030103_
焉嘉招财猫,X玖少年团焉栩嘉#焉栩嘉顺拐#十二月的第一天收获了顺拐宝宝我看视频头都要笑掉了我现在有点担心你明年的军训了这可咋办(・o・)R1SE-焉栩嘉​,0,0,  ,1,3,"
                        2019年12月01日 22:28
                        ",X玖少年团焉栩嘉超话,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=28,https://weibo.com/6905355520/IiNU7jnov?refer_flag=1001030103_
一口猪猪馒,#焉栩嘉顺拐#焉栩嘉你军训咋办？？？妈妈好担心惹​,0,0,  ,1,3,"
                        2019年12月01日 21:54
                        ",馒咪的麻麻Android,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=28,https://weibo.com/5325269229/IiNGiCKjg?refer_flag=1001030103_
