用户名,博文,关键词,是否担忧（1=担忧，0=不担忧）,标签1（担忧对象）,标签2（担忧什么）,标签3（什么保险）,标签4（症状）,转发数,评论数,点赞数,发文时间,来自,页面网址,博文链接
地藏阿难,什么叫流年不利？一个病人从前年开始就不断的得病。先是感冒，然后气喘，然后咳嗽。一直难以痊愈。后来又查出幽门螺旋杆菌阳性，又开始治胃病。然后又担心自己会不会得胃癌。现在一天到晚焦虑的不得了。牛鼻子倒是认为感冒包括后面的气管炎，吃了太多抗生素倒是可能吃坏胃的。杀幽门螺杆菌只能让胃雪上加霜。要想好转，就要扭转颓势，先补正气啊。有时的确会出现一段时间，运气特别差的。而这可能就是流年不利了。收起全文d,会不会得病,0,,,,,  , , ,"
                        2019年08月17日 15:46
                        ",微博 weibo.com,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&typeall=1&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=49,https://weibo.com/1656216943/I2DYprqJz?refer_flag=1001030103_
新新点灯照亮我的佳门,我的步数已经连续一周没有超过500了这样下去我会不会得病啊​,会不会得病,1,自己,健康,健康保险,担忧,  , , ,"
                        2019年08月16日 06:00
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&typeall=1&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=49,https://weibo.com/5625631974/I2qHMld9j?refer_flag=1001030103_
weiweixxgdragon,焦虑的情绪一直围绕着我，这样长久下去会不会得病​,会不会得病,1,自己,健康,健康保险,焦虑,  , , ,"
                        2019年08月15日 23:00
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&typeall=1&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=49,https://weibo.com/2830799485/I2nXpEh60?refer_flag=1001030103_
Bill的一截小希望,我看不懂阿莫多瓦的电影。为什么他的电影里小孩子困了可以直接穿着鞋爬到床上去睡觉。他不怕脏吗?他这么睡脚舒服吗?他妈允许吗?他们西班牙人都这样吗?他们西班牙人有这种传统吗?他们多久洗一次被单?他们会不会不洗被单直接换新的?他们穷人家庭也老换被单吗?他们不脱鞋子，那也脱不了裤子，那也换不了内衣，那会得病吗?我之前怎么没见过西班牙人这么睡?他们用香水那么多是不是遮盖很久不换鞋子裤子和内衣的味道?。。。我全懂了。收起全文d,会不会得病,0,,,,,  , , ,"
                        2019年08月15日 20:35
                        ",,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&typeall=1&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=50,https://weibo.com/1817036434/I2n0x9NSU?refer_flag=1001030103_
用户6590612617,每天心塞，会不会得病2长春​,会不会得病,1,自己,健康,健康保险,担忧,  ,1, ,"
                        2019年08月15日 07:50
                        ",HUAWEI Mate 10 Pro,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&typeall=1&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=50,https://weibo.com/6590612617/I2i04x2wO?refer_flag=1001030103_
想要大书架,刷了几个小时清华的微博，满满的正能量，满满的希望。不停的发现比自己更优秀的人，心情莫名十分低落想到自己一直在混日子还打着“忘了怎么努力”的旗号，就觉得更加厌烦自己。明明有无限希望，中考前却自暴自弃没能考入理想学校）不过考好过两三次就觉得自己很厉害以为不用再努力就可以成功。其实很早就想通了，可是我总是感到无力不知道自己在害怕什么有出国留学的梦想可是不敢去实现一切都太不真实从患上重度抑郁就开始走向不对的道路总是把一切的一切归结为得病了父母关系不和睦让我一度非常自卑考入了一所普通高中让我感觉梦想遥遥无期我到底该怎么办？我太胆小以至于不敢去相信我真的可以吗？我喜欢潮流，喜欢磕cp，喜欢画画难道就是另类吗？“另类”就不能好好生活吗就一定要在一旁被人嫌弃吗？我能坚持吗？我能努力吗？我做回自己会不会让周围的人感到不适应我感觉一直在活给别人看8.143:30收起全文d,会不会得病,0,,,,,  , , ,"
                        2019年08月14日 03:29
                        ",HUAWEI nova 3,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&typeall=1&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=50,https://weibo.com/5718631560/I26RJoET8?refer_flag=1001030103_
你华神永远是你华神,学医真的会让自己对于病有一个很淡漠的认识。具体表现在一听见某人得病先判断要不要命会不会致残不会段时间要命致残的都是小病比如我今天晚上听着我妈为我爸尿酸高痛风失声痛哭的时候不知道怎么安慰她脑子里第一时间想的是慢性病注意饮食定期体检没事的​,会不会得病,0,,,,,  ,11,1,"
                        2019年08月13日 22:02
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&typeall=1&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=50,https://weibo.com/2186234945/I24J0e0rk?refer_flag=1001030103_
小布丁NO1,又来了，空气中一股化工的臭气！每天晚上这样被熏着能不能得病！孩子才3岁，每晚就这样呼吸着这样的空气，身体会不会有什么影响！已经数日，不知道政府部门到底怎么解决！白天根本没有味道，能不能加个班，晚上来净月体验体验感受一下！真的是受不了！睡觉都能被熏醒，悲哀啊！！臭臭的净月！2长春·吉林财经大学收起全文d,会不会得病,1,孩子,健康,少儿保险,担忧,  ,27,592,"
                        2019年08月13日 20:37
                        ",HUAWEI P20,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&typeall=1&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=50,https://weibo.com/2285546175/I24aCiu8d?refer_flag=1001030103_
路不拾遗子_41107,我得病了，相思病我梦到你了，我们还对视了，单独行动的时候我还想会不会遇到你，真的遇到了​,会不会得病,0,,,,,  , ,1,"
                        2019年08月13日 08:08
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&typeall=1&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=50,https://weibo.com/6687435583/I1ZgvwDWZ?refer_flag=1001030103_
渔乐圈海鲜,OMG！吃小龙虾会得病？最近小龙虾可谓是越来越火热，在市场上也可以说是每每供不应求了。但是最近有一种说法，说吃小龙虾之后会得病，那么这种说法到底是真是假呢？下面就让我们一起去看一下吃小龙虾之后到底会不会得病吧。确实有过类似的案例。但是，吃小龙虾本身不会导致横纹肌溶解，导致横纹肌溶解的因素，应该是小龙虾使用了一种洗虾粉，在烹饪前用洗虾粉洗过，洗虾粉的残留是导致横纹肌溶解的根本原因。横纹肌溶解由于大量的肌肉细胞的肌细胞的溶解，导致大量的肌红蛋白释放入血释放入血，肌红蛋白有一个特点，它的分子量比较大，可以在人类的肾小管形成结晶，而导致急性的肾功能衰竭。所以，一旦出现了这种横纹肌溶解，应该迅速的到正规医院进行住院治疗，甚至可能需要进行血液净化治疗。原来无论如何我们吃小龙虾时都要注意小龙虾的健康卫生，虽然现在人工养殖的小龙虾越来越多，安全系数也越来越高，但是对于小龙虾来说，我们也是要进行高温煮透杀熟的。各位小伙伴们，这回你们知道了吗？收起全文d,会不会得病,0,,,,,  , ,1,"
                        2019年08月09日 22:54
                        ",UC浏览器电脑版,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&scope=ori&suball=1&timescope=custom:2019-01-01-0:2019-08-12-7&Refer=g,https://weibo.com/7140398278/I1tm9noiu?refer_flag=1001030103_
三个木叫啥,我觉得每天发这么多条朋友圈也缓解不了我的焦虑，更难过的是每天发这么多删这么多，想让人看到又不想让人看到，每天都很焦虑，生活不易学习不易做人不易，一边欢乐一边悲伤，好像人格分裂了，我这么下去会不会得病啊。​,会不会得病,1,自己,健康,健康保险,焦虑,  ,4, ,"
                        2019年08月07日 18:28
                        ",☁Android,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&scope=ori&suball=1&timescope=custom:2019-01-01-0:2019-08-12-7&Refer=g,https://weibo.com/1801539487/I18L3jvEq?refer_flag=1001030103_
枭小陳,餐不定时，不知道会不会得病​,会不会得病,1,自己,健康,健康保险,作息不规律,  , , ,"
                        2019年08月07日 00:19
                        ",荣耀9 美得有声有色,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&scope=ori&suball=1&timescope=custom:2019-01-01-0:2019-08-12-7&Refer=g,https://weibo.com/1693106291/I11CUtDXU?refer_flag=1001030103_
澳大利亚小肥鼠,每次来姨妈之前不是狂吃辣就是狂吃凉在不就是睡眠不足或者心情不好刚哭过…这样下来我会不会得病啊​,会不会得病,1,自己,健康,健康保险,担忧,  ,1, ,"
                        2019年08月05日 07:38
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&scope=ori&suball=1&timescope=custom:2019-01-01-0:2019-08-12-7&Refer=g,https://weibo.com/5226376879/I0LEloHo4?refer_flag=1001030103_
晚上比白天更清醒,每天和乱七八糟的接吻会不会得病​,会不会得病,1,自己,健康,健康保险,担忧,  ,4,1,"
                        2019年08月05日 01:18
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&scope=ori&suball=1&timescope=custom:2019-01-01-0:2019-08-12-7&Refer=g,https://weibo.com/6509715703/I0J9WFh8F?refer_flag=1001030103_
I3Hail,本来还有点担心家里猫会不会应激得病什么的，但是这家伙明显的我爸妈在就怂在角落，我爸妈一出门就跟平时一样吃喝拉撒，巡视加玩，觉得应该没事了​,会不会得病,0,,,,,  , , ,"
                        2019年08月04日 20:07
                        ",微博 weibo.com,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&scope=ori&suball=1&timescope=custom:2019-01-01-0:2019-08-12-7&Refer=g,https://weibo.com/6447823079/I0H7SA2SH?refer_flag=1001030103_
我和老实人的日常,在不知情情况下被老大妈拉到红灯区，全程都有戴t，没有口没有接吻，会不会得病？​,会不会得病,1,自己,健康,健康保险,担忧,8,387,2133,"
                        2019年08月03日 13:01
                        ",微博 weibo.com,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&scope=ori&suball=1&timescope=custom:2019-01-01-0:2019-08-12-7&Refer=g,https://weibo.com/2879880760/I0uUcrwX5?refer_flag=1001030103_
love宇阳,如果心里有火憋着不出会不会得病？2宁波·象山​,会不会得病,1,自己,健康,健康保险,担忧,  , , ,"
                        2019年08月02日 21:56
                        ",Android,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&scope=ori&suball=1&timescope=custom:2019-01-01-0:2019-08-12-7&Refer=g&page=2,https://weibo.com/6296631509/I0oZ2C5LD?refer_flag=1001030103_
我有一个顾私愿,我前两天晚上连续做梦梦见了丹丹。说实话跟她认识五年了我从来没梦见过她，即使是知道了她得病以后也没梦到过。所以我很稀奇，醒来跟我奶奶说：“奶奶我梦见丹丹了，你说会不会是她快好了啊。”奶奶当时在做饭，她听见以后抬头看我一眼，然后低下头说：“对啊她可能快好了吧。”我喜滋滋的出了厨房，想着没消息就是好消息，丹丹肯定在我不知道的时候和肿瘤做着斗争呢，她真坚强。哦对，等她好了我得去找她道歉，当时对她说十月份结婚是假的，但是要她当伴娘是真的，她出现在我梦里可能就是在提醒我别忘了呢。她那么宠我，我跟她撒个娇她肯定就不怪我了，只是会气呼呼却无奈的说：“安琪呀”。可是今天我才知道，原来，那连续两天的梦，还有奶奶的那一眼，都是在告诉我，她走了啊。原来，她还记得来我家的路啊原来，她出现在我梦里只是想和我说个再见啊原来，没有原来了啊。丹丹走了，在2019年8月1号，夜。收起全文d,会不会得病,0,,,,,  , , ,"
                        2019年08月02日 19:14
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&scope=ori&suball=1&timescope=custom:2019-01-01-0:2019-08-12-7&Refer=g&page=2,https://weibo.com/5348289530/I0nVdzUiD?refer_flag=1001030103_
依然爱豪豪,越来开心点越难做到，最近总是肚子胀手脚麻，会不会得什么得病，我要是病了谁能照顾孩子啊！真心谁也指不上​,会不会得病,1,自己,健康,健康保险,担忧,  , ,1,"
                        2019年08月02日 15:39
                        ",OPPO随光而变R17,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&scope=ori&suball=1&timescope=custom:2019-01-01-0:2019-08-12-7&Refer=g&page=2,https://weibo.com/1815622412/I0mvTBdgo?refer_flag=1001030103_
华丽丽女汉纸,累到不想说话，已成狗。天天睡觉醒来感觉像是被人揍了一顿回不过神，会不会要得病！大爷的​,会不会得病,1,自己,健康,健康保险,担忧,  , ,2,"
                        2019年08月02日 15:03
                        ",HUAWEI Mate 20 Pro,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&scope=ori&suball=1&timescope=custom:2019-01-01-0:2019-08-12-7&Refer=g&page=2,https://weibo.com/2282717442/I0mhr4rlk?refer_flag=1001030103_
流宽面条泪,#轮到你了#觉得总一其实并不是想杀小空，不然不会拖到人都来了还没成功，会不会是声东击西，为了让姑姑能成功袭击黑岛沙和？尾野得病了，新目标是二阶堂？木下跟谁汇报情况，啥身份？男主在这种时候都不忘撮和别人谈恋爱真是青春无敌。顺便，一看到微笑男我就会想到佟年那个郑辉学长……串戏串戏……​,会不会得病,0,,,,,  ,5,8,"
                        2019年07月30日 23:05
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&scope=ori&suball=1&timescope=custom:2019-01-01-0:2019-08-12-7&Refer=g&page=2,https://weibo.com/1876773273/HFUBOj2YI?refer_flag=1001030103_
房子多多静jing,有一点点难过，不知道如何处理和员工的关系，对这方面很没有自信我有点讨好型人格，就是想让别人开心，或者就是怕别人不开心。导致我现在说话不管用，员工不听了，还会指挥我做事，我帮他们做事是理所应当这样每天那么烦会不会得病，早死啊​,会不会得病,1,自己,健康,健康保险,担忧,  , , ,"
                        2019年07月30日 22:20
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&scope=ori&suball=1&timescope=custom:2019-01-01-0:2019-08-12-7&Refer=g&page=2,https://weibo.com/3972780305/HFUjywxO8?refer_flag=1001030103_
